claim_id,short_claim,canonical_metric,value,unit,time_frame,fact_or_inference,confidence_tag,primary_source,source_url,verification_path,notes,evidence_strength,relationship_to
CL-90591,"Franklin County sheltered homelessness change, 2025-2026","Sheltered homeless population, percent/count change",8% decrease (165 fewer people in emergency shelters/transitional housing),% and persons,2025 to 2026 PIT counts,FACT,VERIFIED,"Ohio Capital Journal, May 11, 2026, by Megan Henry",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",,,
CL-90592,Franklin County subpopulation changes in the 2026 PIT count,"Percent change by subpopulation (chronic homelessness, severe mental illness, HIV/AIDS, chronic substance use, domestic violence survivors)",Chronic homelessness +16.4%; people with severe mental illness +42%; people with HIV/AIDS +75%; people with chronic substance use +53%; domestic violence survivors +32%,%,2025 to 2026 PIT counts,FACT,VERIFIED,"Ohio Capital Journal, May 11, 2026, by Megan Henry",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",,,
CL-90593,"Franklin County family and parenting-youth homelessness change, 2026","Family homelessness and parenting-youth homelessness, percent change",Family homelessness down 3.8%; parenting-youth homelessness down 40%; zero unsheltered parenting youth counted,%,2025 to 2026 PIT counts,FACT,VERIFIED,"Ohio Capital Journal, May 11, 2026, by Megan Henry",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",,,
CL-90594,"Franklin County homeless veterans count, 2026",Homeless veterans (PIT),96 (one fewer than 2025),persons,January 2026 PIT count,FACT,VERIFIED,"Ohio Capital Journal, May 11, 2026, by Megan Henry",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",,,
CL-90595,Franklin County 2026 PIT count demographics (gender and race/ethnicity),Gender and race/ethnicity breakdown of PIT count,"58% men, 41% women, 1% non-binary; 54% Black, 33% white, 9% multi-racial, 1% Hispanic",%,January 2026 PIT count,FACT,VERIFIED,"Ohio Capital Journal, May 11, 2026, by Megan Henry",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",Race/ethnicity percentages as reported; do not sum to exactly 100% in the source excerpt (possible rounding or additional unlisted categories).,,
CL-90596,Winter-storm hotel/motel classification confound behind the 2025-2026 unsheltered swing,Explanation for count volatility (methodological confound),"Community Shelter Board President/CEO Shannon TL Isom attributes part of the 43% swing to the 2025 count occurring during a winter storm: people sheltered in hotels/motels were counted as 'sheltered' in 2025, who would otherwise have been counted 'unsheltered' as in 2026",N/A,2025 vs. 2026 PIT counts,FACT,VERIFIED,"Ohio Capital Journal, May 11, 2026, by Megan Henry, quoting Shannon TL Isom (Community Shelter Board)",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",Directly disclosed by the article as a real methodological confound rather than a clean trend -- important caveat for anyone citing the 43% unsheltered increase as a straightforward like-for-like year-over-year comparison.,,
CL-90597,Franklin County housing wage needed for a modest 2-bedroom apartment,Hourly wage needed (full-time) to afford a 'modest' two-bedroom apartment,"$27.79/hr, more than $5/hr above the Ohio state average",USD/hour,as cited in the May 2026 article,FACT,VERIFIED,"Coalition on Homelessness and Housing in Ohio (COHHIO) / National Low Income Housing Coalition (NLIHC) housing-wage data, as cited in Ohio Capital Journal, May 11, 2026",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07",Attributed to COHHIO/NLIHC housing-wage methodology; the specific year of the underlying COHHIO/NLIHC report is not stated in this article excerpt.,,
CL-90598,Ohio statewide 2024 PIT homeless total,Statewide total people experiencing homelessness (PIT count),"11,759",persons,2024 (HUD AHAR),FACT,VERIFIED,"HUD Annual Homeless Assessment Report (AHAR), as cited in Ohio Capital Journal, May 11, 2026",https://ohiocapitaljournal.com/2026/05/11/ohios-most-populous-county-sees-43-increase-in-unsheltered-homelessness-according-to-report/,"Extracted directly from already-archived source (sources/.../extracted.md), read in full 2026-07-07","Attributed by the article to HUD's Annual Homeless Assessment Report (AHAR); statewide figure provided as context, not independently cross-checked against the AHAR document itself in this pass.",,
CL-90599,Toronto daytime drop-in sector scale and 2026 funding,Number of drop-in programs and City funding levels,"~47 daytime drop-in programs operate across Toronto, 23 City-funded via TSSS grants; 2026 Operating Budget: $8.2M drop-in grant funding, $1.3M Creating Health Plus (centralized food procurement via North York Harvest Food Bank, serving all 47 programs), $0.5M one-time harm-reduction enhancement, $0.1M bulk winter/hygiene supplies; grants also received a 2% cost-of-living adjustment + 4% funding enhancement in 2026",CAD / count,2026,FACT,VERIFY,"City of Toronto, Progress Update on Drop-In Sector Stabilization Efforts, May 25 2026",https://www.toronto.ca/legdocs/mmis/2026/ec/bgrd/backgroundfile-287299.pdf,Primary URL fetched and read directly this pass (RES-0530),"Distinct but related to CL-666 (TDIN as 59 member organizations/56+ centres) -- this report's 47 figure counts individual TSSS-recognized drop-in *programs* specifically (23 City-funded + ~24 non-City-funded represented by TDIN), not TDIN's own membership count; the two figures are not necessarily in conflict but use different units, worth reconciling in a future pass rather than assumed identical",,
CL-90600,"Drop-in program usage and demand growth, 2022-2026",Drop-in visits and meals served; year-over-year demand growth,"H1 2025-26: 618,430 drop-in visits, 536,432 on-site meals served, 163,432 take-out meals; average daily visits rose 9% (2022-23 to 2023-24) and a further 18% (2023-24 to 2024-25); demand pressure expected to intensify further with 2 additional supervised consumption service site closures on June 13 2026",count / percent,2022-2026,FACT,VERIFY,"City of Toronto, Progress Update on Drop-In Sector Stabilization Efforts, May 25 2026",https://www.toronto.ca/legdocs/mmis/2026/ec/bgrd/backgroundfile-287299.pdf,Primary URL fetched and read directly this pass (RES-0530),Extends CL-731 (Feb 2026 Council directive establishing the working group) with the actual usage data and demand trend behind the stabilization push; also connects to CL-148's HART Hub/SCS-closure coverage by naming drop-ins as an absorber of demand displaced from closed SCS sites,,
CL-90601,Extreme Cold Weather Alert (ECWA) threshold history and 2023 flexibility proposal,Temperature threshold triggering City cold-weather emergency response,"City has used an Extreme Cold Weather Alert (ECWA) system since 1996; the -15C forecast threshold was maintained through a 2014-15 review, which added consideration of wind chill to -20C as an additional trigger; this 2023 report proposes further flexibility, allowing Warming Centres to open even above -15C when other factors (wind chill, low daytime temperatures, snow accumulation, precipitation) elevate cold-weather health risk",policy/temperature,1996-2023,FACT,VERIFY,"City of Toronto, Review of policies and procedures related to Warming Centres, April 13 2023",https://www.toronto.ca/legdocs/mmis/2023/ec/bgrd/backgroundfile-235826.pdf,Primary URL fetched and read directly this pass (RES-0531),Historical/policy origin for the ECWA threshold referenced only implicitly elsewhere in the ledger (e.g. CL-314's unmatched-caller trend during ECWAs); no prior ledger entry for the threshold's own history or this report's proposed flexibility criteria,,
CL-90602,2022/23 Winter Services Plan capacity additions,Additional shelter/warming spaces added for winter 2022-23,"132 new single spaces; 630 spaces via adjusted physical distancing between beds; 100 refugee singles/family rooms; 4 Warming Centres activated during ECWAs (134 spaces + Metro Hall rotunda overflow), one 45-space Warming Centre kept open continuously 24/7 Feb 16-Apr 15; ~400 new affordable homes with supports prioritized for people in shelters/outdoors, with 405+ households moved in since Nov 15 that season",spaces/households,winter 2022/23,FACT,VERIFY,"City of Toronto, Review of policies and procedures related to Warming Centres, April 13 2023",https://www.toronto.ca/legdocs/mmis/2023/ec/bgrd/backgroundfile-235826.pdf,Primary URL fetched and read directly this pass (RES-0531),An earlier winter's capacity-response baseline than the 2023/24 season already documented via CL-005/006/007 and this pass's own RES-0467 claim -- useful year-over-year comparison point,,
CL-90603,"TCHC total housing portfolio size, 2024",Total units owned/managed by Toronto Community Housing Corporation,"43,335 total units, of which approximately 14,000 seniors units are TSHC-operated (TCHC retains ownership, Toronto Seniors Housing Corporation operates them); portfolio composition roughly 69% high-rise, 15% mid-rise/low-rise buildings, 11% towns & walk-ups, ~3% houses",units,2024,FACT,VERIFY,"Toronto Community Housing Corporation, 2024 Annual Report to the Shareholder",https://www.toronto.ca/legdocs/mmis/2025/ex/bgrd/backgroundfile-257087.pdf,Primary URL fetched and read directly this pass (RES-0533),Foundational TCHC scale figure -- the ledger's extensive TCHC repair-backlog/FCI coverage (CL-166/579/582/583/584) never itself states the total portfolio size this backlog applies to,,
CL-90604,Origin of Toronto's winter homelessness response: the 1996 Freezing Deaths Inquest,Founding event and policy response for Toronto's cold-weather shelter system,"Three men -- Eugene Upper, Irwin Anderson, and Mirsalah-Aldin Kompani -- froze to death in January 1996, prompting a five-week coroner's inquest ('The Freezing Deaths Inquest') at which the Toronto Coalition Against Homelessness (26 agencies) had standing. The City opened Moss Park Armoury as a warming centre in Feb 1996; Metro Council's Inquest Response Team (chaired by Prof. David Hulchanski, including then-Councillor Jack Layton and 10 community members) produced expanded outreach funding, a shelter managed-alcohol program, and the warming-centre concept, with a full cold-weather protocol developed by December 1996",historical narrative,January-December 1996,FACT,VERIFY,"Cathy Crowe (street nurse), deputation to Economic and Community Development Committee, item EC7.8 (Shelter System Pressures and Responses, incl. Winter 2023/2024 Planning), Oct 18 2023",https://www.toronto.ca/legdocs/mmis/2023/ec/comm/communicationfile-172934.pdf,"Primary URL fetched and read directly this pass (RES-0534); first-person deputation testimony from a named, already-credentialed source (Cathy Crowe, cf. CL-629) -- historical facts (names, dates, inquest, response team) are independently checkable, treated as FACT; framing/critique elsewhere in the same submission is the deputant's own advocacy position, not adopted as this library's own view","Directly explains the origin of the 1996 ECWA system date already noted in this pass's own RES-0531 claim, with the founding tragedy and named victims behind it -- foundational narrative context not previously in the ledger. Document is a large (10,683-line) compilation including years of press-clipping appendices; only the primary EC7.8 deputation itself (first ~225 lines) was read closely this pass -- the appendix material was not exhaustively mined",,
CL-90605,Garland Sheppard's 1997 death and the ECWA temperature threshold's slow change,"First post-1996-reform winter death, and the cold-weather-alert temperature trigger's change over time","In January 1997, Garland Sheppard was found frozen to death in a parking lot at Adelaide & Simcoe; temperatures were near -20C but the City had not called an extreme cold weather alert or opened warming centres. Per this deputation's own account, it took 26 years for the City to lower the temperature criteria triggering warming centres from -15C to -5C, despite medical evidence on hypothermia risk at 10C",historical narrative / policy,"1997-2023 (per the deputation, written Oct 2023)",FACT,VERIFY,"Cathy Crowe (street nurse), deputation to EC7.8, Oct 18 2023",https://www.toronto.ca/legdocs/mmis/2023/ec/comm/communicationfile-172934.pdf,"Primary URL fetched and read directly this pass (RES-0534); the '26 years... -15C to -5C' figure is presented as the deputant's own claim/critique, not independently cross-checked against a City primary source in this pass -- flagged VERIFY for exactly that reason","The resulting -5C threshold is independently consistent with this pass's own RES-0467 claim, which quotes the AG's Feb 2025 audit describing Warming Centres as activated 'when temperatures reach -5C or colder' -- corroborating (not proving) the deputation's claimed end-state, though the '26 years'/timeline framing itself is not independently verified this pass. RES-0531 (April 2023, a few months earlier) still described the threshold as -15C with a wind-chill consideration and only a 2023 flexibility PROPOSAL -- worth reconciling the exact date the -5C threshold took effect in a dedicated Verify pass",,
CL-90606,"2012 shelter per diem rate and system scale, primary-source direct confirmation","Average per diem rate for purchase-of-service shelter beds, and provider count","48 shelter sites operated by 30 community not-for-profit agencies (largest: Salvation Army, Homes First Society, YWCA) via purchase-of-service contracts; 2012 proposed average per diem rate $52.46, Provincial/City cost share 68.2%/31.8%",CAD / count,2012,FACT,VERIFY,"City of Toronto, 2012 Per Diem Rates for the Purchase of Service Shelter System, May 8 2012",https://www.toronto.ca/legdocs/mmis/2012/cd/bgrd/backgroundfile-47120.pdf,Primary URL fetched and read directly this pass (RES-0536),"REAL GAP CLOSED: CL-549's $52.46 (2012) figure was sourced only to an externally-provided LLM research compilation citing Homeless Hub, explicitly flagged 'not yet independently verified for most individual years... follow-up route: pull the annual per-diem staff reports directly from legdocs' -- this claim IS that direct primary-source pull, independently confirming the $52.46 figure verbatim from the City's own 2012 staff report. Does not replace CL-549 (which covers the fuller 2005-2018 timeline) but should be cross-referenced as the primary-source anchor for its 2012 data point",,
CL-90607,Emergency shelter catering contract per-diem pricing history,Per-client daily meal cost for respite/hotel site catering,"2021-May 2023: $26/client/day ($4 breakfast/$9 lunch/$13 dinner, pre-packaged mix of hot/cold meals), $182/week; May 2023-present: $37/client/day ($10/$11/$16), exclusively hot meals, $260/week; separate contract for evening snack/coffee/tea/juice costs ~$3/client/day",CAD per day,2021-2026,FACT,VERIFY,"City of Toronto, TSSS Briefing Note: Catering for Multiple Toronto Shelter and Support Services Locations - Update",https://www.toronto.ca/legdocs/mmis/2025/cc/comm/communicationfile-201144.pdf,Primary URL fetched and read directly this pass (RES-0540),"Genuinely new per-diem meal-cost time series; complements the named catering vendor contract dollar totals already in the ledger (CL-328, CL-724) with the actual per-client daily rate paid under those contracts",,
CL-90608,TSSS 2025 capital budget and 2026-2034 capital plan totals,TSSS capital budget cash flows and future capital plan,2025 Capital Budget with cash flows and future-year commitments totaling $904.517 million; 2026-2034 Capital Plan totaling $52.587 million in project estimates,CAD,2025-2034,FACT,VERIFY,"City of Toronto, 2025 Operating Budget and 2025-2034 Capital Budget and Plan: Toronto Shelter and Support Services (Public Book V1)",https://www.toronto.ca/wp-content/uploads/2025/04/8dc2-2025-Public-Book-TSSS-V1.pdf,"Primary URL fetched and read directly this pass (RES-0541); the document's operating-budget gross/net figures ($898.767M/$656.778M/$241.988M) and staff complement (1,497.5 positions) are close variants of already-verified ledger figures (CL-391: $897.9566M/$656.7784M/$241.1782M; CL-775: 1,497.5 positions) from a companion Budget Notes document -- NOT re-added here to avoid a near-duplicate; only this document's own genuinely new capital-budget totals are added","The two TSSS budget documents (Budget Notes vs. this Public Book) show small (~$0.8M) differences in the same headline gross/net figures -- likely different amendment/rounding stages of the same 2025 budget cycle, not a contradiction, but worth a dedicated reconciliation note if both are ever cited side by side",,
CL-90609,2020 24-Month COVID-19 Housing and Homelessness Recovery Response Plan target,Permanent housing target for people experiencing chronic homelessness,"City Council adopted (PH16.8, Sept 30 2020) a 24-Month COVID-19 Housing and Homelessness Recovery Response Plan aiming to provide dignified, stable, permanent housing for 3,000 people experiencing chronic homelessness within the shelter system, contingent on Federal/Provincial support",persons,2020-2022 (target),FACT,VERIFY,"City of Toronto, 2024 Shelter Infrastructure Plan and the Homelessness Services Capital Infrastructure Strategy (HSCIS), Oct 10 2023 (Decision History section, citing PH16.8)",https://www.toronto.ca/legdocs/mmis/2023/ec/bgrd/backgroundfile-239895.pdf,"Primary URL fetched and read directly this pass (RES-0506); this document is the original HSCIS founding report (EC7.7 lineage) and its core HSCIS content (1,600 spaces/20 sites, funding figures, Nov 2023 vote) is already extensively covered elsewhere in the ledger (CL-037/103/162/163/270/277 and this pass's own RES-0480/0482 claims) -- only this genuinely uncaptured 2020 predecessor-plan target is added here rather than re-stating already-verified HSCIS content","Whether this 2020 target of 3,000 permanent housing placements was actually achieved was NOT checked this pass -- a real, open follow-up question for a future Verify pass, not assumed either way",,
CL-90610,Toronto Shelter Standards origin and version history,Creation and revision dates of the governing shelter-operations standard,"Toronto Shelter Standards (TSS) created 1992; current framework (Version 5) adopted by City Council in 2015, revised in 2022; all City-funded/operated emergency and transitional shelters are required to adhere to the TSS",policy history,1992-2022,FACT,VERIFY,"City of Toronto, Toronto Shelter Standards Version 5 (2023 AODA release)",https://www.toronto.ca/wp-content/uploads/2023/03/9828-Toronto-Shelter-Standards230328AODA.pdf,Primary URL fetched and read directly this pass (RES-0509); the space-per-person standard (3.5 m2) is unchanged from the 2018 draft version (RES-0508) and already covered by CL-648 -- not re-added,Fills a real historical-origin gap: the TSS's own creation date and adoption/revision timeline was not previously in the ledger despite the standard being cited throughout (CL-648 and others),,
CL-90611,"POSSIBLE DATE DISCREPANCY: Toronto Housing Charter primary document dated August 5, 2009, not December 2019",Toronto Housing Charter 'Opportunity for All' adoption date,"This primary-sourced PDF (fetched directly this pass) is dated August 5, 2009, signed by Mayor David Miller and Councillor Giorgio Mammoliti (Chair, Affordable Housing Committee). This directly conflicts with CL-655/CL-659 (already VERIFIED in the ledger), which state the Charter was 'adopted December 2019 alongside HousingTO,' sourced to a differently-dated (2022-uploaded) PDF at a different URL",date discrepancy,2009 vs. 2019 (disputed),FACT,VERIFY,"City of Toronto, Toronto Housing Charter - Opportunity for All (PDF dated Aug 5 2009 in its own text, though stored at a URL path implying a 2017 upload)",https://www.toronto.ca/wp-content/uploads/2017/08/94a7-housingcharter_may8.pdf,"Primary URL fetched and read directly this pass (RES-0510); NOT independently cross-checked against CL-655's own cited URL (https://www.toronto.ca/wp-content/uploads/2022/02/948f-Toronto-Housing-Charter-2020.pdf) in this pass -- flagging the conflict rather than silently picking a winner, per this project's standing rule that a self-reported catch needs the same evidence bar as any other claim","REAL FINDING FOR A DEDICATED VERIFY PASS, NOT RESOLVED HERE: possible explanations include (a) the Charter was originally adopted in 2009 under Mayor Miller and re-adopted/amended in Dec 2019 alongside HousingTO (both dates real, describing different events), or (b) one of the two ledger entries has a wrong date. Council chairs/mayors differ sharply between the two dates (Miller/Mammoliti in 2009 vs. whoever chaired in 2019), which is a real corroborating detail for the 2009 date specifically. Do not treat this as resolved -- fetch and compare both PDFs directly in a dedicated pass before updating CL-655's own value field",,
CL-90612,2014-2019 Housing Stability Service Planning Framework origin,Predecessor housing/homelessness service plan before HousingTO 2020-2030,"Unanimously approved by City Council December 2013; builds on Housing Opportunities Toronto: An Affordable Housing Action Plan 2010-2020 ('HOT Plan', approved by Council 2009); informed by the Toronto Housing Services Consultations, which heard more than 2,000 voices via public opinion poll, online surveys, focus groups, in-person sessions, and key informant interviews",policy history,2009-2019,FACT,VERIFY,"City of Toronto, 2014-2019 Housing Stability Service Planning Framework, December 2013",https://www.toronto.ca/wp-content/uploads/2017/11/913c-2014-to-2019-housing-stability-service-planning-framework.pdf,Primary URL fetched and read directly this pass (RES-0511),"Genuinely new predecessor-plan lineage not previously in the ledger; also lends indirect corroboration to the 2009 Toronto Housing Charter date found in this pass's RES-0510 claim (this framework independently confirms 2009 as an active City housing-policy year, since the HOT Plan was also approved that year), though not dispositive on its own",,
CL-90613,New HSCIS shelter design space-per-person standard exceeds operational minimum,Minimum sleeping-room floor area per person for new purpose-built shelters,"Shelter Design and Technical Guidelines (SDTG, July 2023 v2) require 2-8 bed shared sleeping rooms in new purpose-built shelters to have a minimum area of 4.6 sq m per person, in conformance with the Ontario Building Code",square metres per person,2023,FACT,VERIFY,"City of Toronto, Shelter Design and Technical Guidelines, July 2023 Version 2",https://www.toronto.ca/wp-content/uploads/2023/08/8e2c-SDTG-2023-Release-FinalJuly-11AODA.pdf,Primary URL fetched and read directly this pass (RES-0512),"Genuinely distinct from CL-648's 3.5-3.75 sq m operational personal-space minimum (Toronto Shelter Standards) -- this is a higher, building-code-driven design standard specific to NEW purpose-built HSCIS shelters, showing the new generation of shelters will offer materially more space per person than the older operational baseline. Worth cross-referencing with CL-648 in a future Author pass rather than conflating the two standards",,
CL-90614,"Chronic homelessness inflow exceeds housing placements, 2020-2021",Monthly chronic-homelessness inflow vs. supportive-housing placements,"3,915 people experiencing chronic homelessness in Toronto's shelter system at end of August 2021, up from 3,721 in January 2020; over the prior 12 months, an average of ~200 chronically homeless people were housed per month while just over 300 people per month newly crossed the threshold into chronic homelessness -- a net negative gap of about 100/month (shelter-system flow data only, excludes outdoor/VAW-system populations)",persons/month,Jan 2020 - Aug 2021,FACT,VERIFY,"City of Toronto, Homelessness Solutions Service Plan, October 2021 (Attachment 2 to item 2021.EC25.5)",https://www.toronto.ca/legdocs/mmis/2021/ec/bgrd/backgroundfile-171730.pdf,Primary URL fetched and read directly this pass (RES-0514); most of this document's adoption/governance history is already covered by CL-708/CL-823/CL-832 -- only this genuinely uncaptured quantified flow-rate finding is added,"A powerful, quotable 'why functional zero isn't being reached' figure: the plan's own math shows the 1,800-units/year HousingTO supportive-housing target (already in CL-109) would need to be sustained annually just to keep pace with new inflow, on top of clearing the existing backlog -- directly relevant to any policy argument about the scale of investment actually required",,
CL-90615,2027 Shelter Infrastructure Plan: Committee-level adoption record (EC28.4),Council/Committee decision status for the 2027 Shelter Infrastructure Plan report,"Considered by Economic and Community Development Committee May 5 2026, adopted without amendment (motion to adopt moved by Councillor Alejandra Bravo, carried); as of this capture, no subsequent full-Council ratification is confirmed on the page -- adoption appears Committee-level only. Deputants: Diane Chester, Sonja Nerad (Interim Executive Director, Toronto Alliance to End Homelessness), Nicole Corrado, Leslie Gash (Executive Director, Toronto Shelter Network); speakers: Daniel Tate, Councillor Stephen Holyday",governance record,"May 5, 2026",FACT,VERIFY,"City of Toronto Council, Agenda Item History 2026.EC28.4",https://secure.toronto.ca/council/agenda-item.do?item=2026.EC28.4,"Human-saved page (manual capture), read directly this pass (RES-0546); the underlying '2027 Shelter Infrastructure Plan' report content itself was already extensively mined in this pass's own RES-0480 claims -- this claim adds only the Committee-adoption governance record, not a repeat of the report's substantive content","IMPORTANT CAVEAT already flagged by this source's own registry note and reproduced here: a '$507.5M HSCIS to date' figure from an earlier cross-reference addendum is NOT stated on this EC28.4 decision page itself -- do not cite that dollar figure against this specific URL. (This pass's own RES-0480 claim independently confirms $507.5M/$507.6M funding figures directly from the report PDF, so the figure itself is fine to cite, just not attributed to this URL.) Whether full Council ratified this item beyond Committee adoption was NOT confirmed this pass -- a real open follow-up",,
CL-90616,George Street Revitalization: procurement model pivot from P3 to City-delivered,Procurement/delivery model change and resulting timeline,"City Council authorized a Public-Private Partnership (P3) model in July 2016 (Infrastructure Ontario as procurement lead); by 2020+, COVID-era construction cost inflation and supply-chain disruption strained the P3 budget; in February 2024 Council directed staff to explore a City-delivered model instead, which value-engineering showed could preserve all 3 heritage buildings and stay within the approved budget. Council adopted the City-delivered approach for Phase 1 on April 23-24 2025 (unanimous vote, 25 Yes-0 No-1 absent); Phase 1 (two-thirds of the site) construction targeted to start Q4 2026, occupancy end of 2029; Phase 2 (remaining third) requires further design/funding and could become an affordable-housing opportunity",governance/procurement history,2016-2029,FACT,VERIFY,"City of Toronto Council, Item 2025.EX22.2 (Advancing the George Street Revitalization Project), adopted April 23-24 2025",https://secure.toronto.ca/council/agenda-item.do?item=2025.EX22.2,Primary URL fetched and read directly this pass (RES-0547),"Genuinely new procurement-history context for GSR, whose cost/unit figures are already well covered (CL-164/165/762) but whose delivery-model pivot (P3 -> City-delivered) was not previously in the ledger -- directly relevant to any accountability narrative about why the project has taken years longer than originally planned",,
CL-90617,George Street Revitalization site: full civic address and zoning approval,Zoning/Official Plan amendment enabling the GSR development,"Full site address 309-349 George Street (Ward 13, Toronto Centre); City-initiated Official Plan and Zoning By-law 569-2013 amendment adopted on consent (no debate) by City Council April 23-24 2025 via By-laws 323-2025 and 324-2025, following unanimous adoption at Toronto and East York Community Council April 3 2025",governance record,April 2025,FACT,VERIFY,"City of Toronto Council, Agenda Item History 2025.TE21.16 (309-349 George Street - City-Initiated Official Plan and Zoning By-law Amendment)",https://secure.toronto.ca/council/agenda-item.do?item=2025.TE21.16,"Human-saved page (manual capture), read directly this pass (RES-0548)","Confirms the full civic address (309-349 George St) for the site referenced elsewhere in the ledger only as '349 George Street' (this pass's own RES-0526/RES-0534 claims, re: the Dixon Hall Schoolhouse history and Freezing Deaths Inquest deputation) -- same underlying GSR site. Per this source's own note, the '$555.804M revived-version' dollar figure the manual-retrieval queue flagged is NOT stated on this procedural zoning page; that figure is independently confirmed elsewhere (CL-164/CL-762) and should not be attributed to this URL",,
CL-90618,POSSIBLE RESOLUTION of CL-829/CL-830's flagged open question: Wilson Ave $3.98M cashflow-shift vote FOUND,Council vote on the 1220-1222 Wilson Ave HSCIS project cashflow-shift motion,"This Wayback-archived capture of MPB38.1 (snapshot dated April 21 2026) contains: 'City Council amend the 2026 Capital Budget and 2027-2035 Capital Plan for Toronto Shelter and Support Services to reallocate $3.980 million of cashflows from 2026 to 2027 for the Homelessness Services Capital Infrastructure 1220-1222 Wilson project, with no change to project cost, to allow for additional community consultation and revisiting local partnerships.' Vote (Feb 10 2026, 3:19 PM): 'MPB38.1 - Pasternak - motion 4' -- Result: LOST. Yes (5): Bradford, Crisanti, Holyday, Pasternak, Perruzza. No (20): Ainslie, Bravo, Burnside, Carroll, Cheng, Chernos Lin, Chow, Colle, Fletcher, Kandavel, Malik, Mantas, Matlow, Moise, Morley, Myers, Nunziata, Saxe, Shan, Thompson. Absent (1): Perks",vote tally,"February 10, 2026",FACT,VERIFY,"City of Toronto Council, Item 2026.MPB38.1 (2026 Operating and Capital Budget), Wayback Machine capture dated April 21 2026",https://secure.toronto.ca/council/agenda-item.do?item=2026.MPB38.1,Wayback-archived snapshot fetched and read directly this pass (RES-0591),"FLAGGING FOR THE ORCHESTRATOR/A DEDICATED VERIFY PASS, NOT SILENTLY RESOLVING: CL-829's own notes describe an extensive, explicitly unresolved search for exactly this vote -- a live re-fetch of the MPB38.1 URL in that pass 'grepped... for Wilson, 1220, HSCIS, shelter, Pasternak, 5-20, 3.98... neither page contains a motion naming Wilson Ave' and concluded 'STILL NOT CONFIRMED.' This pass's Wayback capture of the SAME URL (a different point-in-time snapshot, not a live fetch) DOES contain the motion, with a vote tally (5 Yes: Bradford/Crisanti/Holyday/Pasternak/Perruzza; Lost) that matches what CL-830's notes originally claimed, word-for-word on the Yes-voter list. This is a strong, highly specific match, but it is a Wayback snapshot, not independently re-confirmed against the live page in this pass -- do not upgrade CL-829/CL-830 based on this claim alone without directly comparing this Wayback URL against a fresh live fetch to understand why CL-829's live search came up empty (possible explanations: the live page changed between the two fetches, or CL-829's search terms/method missed it despite the content being present)",,
CL-90619,"2026 TSSS Operating and Capital Budget totals, as finally adopted",TSSS 2026 gross/revenue/net operating budget and capital budget/plan totals,"2026 Operating Budget: $786.068M gross, $550.927M revenue, $235.141M net (staff complement 1,491.6 positions); 2026 Capital Budget with cash flows/future commitments: $1,060.382M; 2027-2035 Capital Plan: $38.979M",CAD,2026,FACT,VERIFY,"City of Toronto Council, Item 2026.MPB38.1 (2026 Operating and Capital Budget), as amended and deemed adopted Feb 10 2026",https://secure.toronto.ca/council/agenda-item.do?item=2026.MPB38.1,"Wayback-archived snapshot fetched and read directly this pass (RES-0591); the $235.141M net figure is independently corroborated by CL-392 (sourced to the 2026 TSSS Budget Notes PDF directly) -- only the gross/revenue and capital figures are genuinely new, not the net figure alone","The final, Council-amended 2026 budget totals (post the drop-in $0.1M increase and other amendments), as distinct from the pre-amendment TSSS Budget Notes figures already in the ledger",,
